,Day,Time,Temperature,Wind Speed,Dew Point,Precipitation
3518,2019-08-20,6:53 PM,79,9,67,0.0
3519,2019-08-20,7:53 PM,76,6,67,0.0
3520,2019-08-20,8:53 PM,75,6,67,0.0
3521,2019-08-20,9:53 PM,74,12,64,0.0
3522,2019-08-20,10:53 PM,72,9,63,0.0
3523,2019-08-21,11:53 PM,70,10,61,0.0
3524,2019-08-21,12:53 AM,68,9,60,0.0
3525,2019-08-21,1:53 AM,66,9,58,0.0
3526,2019-08-21,2:53 AM,65,9,57,0.0
3527,2019-08-21,3:53 AM,63,7,56,0.0
3528,2019-08-21,4:53 AM,61,5,55,0.0
3529,2019-08-21,5:53 AM,61,6,56,0.0
3530,2019-08-21,6:53 AM,64,5,56,0.0
3531,2019-08-21,7:53 AM,67,3,56,0.0
3532,2019-08-21,8:53 AM,70,6,55,0.0
3533,2019-08-21,9:53 AM,73,9,52,0.0
3534,2019-08-21,10:53 AM,73,9,52,0.0
3535,2019-08-21,11:53 AM,74,12,52,0.0
3536,2019-08-21,12:53 PM,75,9,52,0.0
3537,2019-08-21,1:53 PM,76,6,52,0.0
3538,2019-08-21,2:53 PM,75,8,54,0.0
3539,2019-08-21,3:53 PM,76,13,53,0.0
3540,2019-08-21,4:53 PM,76,12,52,0.0
3541,2019-08-21,5:53 PM,74,12,51,0.0
3542,2019-08-21,6:53 PM,72,7,50,0.0
3543,2019-08-21,7:53 PM,70,5,51,0.0
3544,2019-08-21,8:53 PM,68,3,52,0.0
3545,2019-08-21,9:53 PM,67,5,52,0.0
3546,2019-08-21,10:53 PM,65,3,52,0.0
3547,2019-08-22,11:53 PM,64,5,52,0.0
3548,2019-08-22,12:53 AM,63,5,53,0.0
3549,2019-08-22,1:53 AM,62,3,52,0.0
3550,2019-08-22,2:53 AM,62,3,52,0.0
3551,2019-08-22,3:53 AM,61,5,52,0.0
3552,2019-08-22,4:53 AM,60,6,52,0.0
3553,2019-08-22,5:53 AM,60,7,52,0.0
3554,2019-08-22,6:53 AM,62,6,52,0.0
3555,2019-08-22,7:53 AM,66,8,52,0.0
3556,2019-08-22,8:53 AM,69,10,50,0.0
3557,2019-08-22,9:53 AM,70,10,48,0.0
3558,2019-08-22,10:53 AM,71,10,45,0.0
3559,2019-08-22,11:53 AM,71,10,45,0.0
3560,2019-08-22,12:53 PM,73,13,45,0.0
3561,2019-08-22,1:53 PM,72,12,46,0.0
3562,2019-08-22,2:53 PM,73,9,47,0.0
3563,2019-08-22,3:53 PM,72,10,49,0.0
3564,2019-08-22,4:53 PM,72,8,48,0.0
3565,2019-08-22,5:53 PM,71,10,47,0.0
3566,2019-08-22,6:53 PM,69,10,50,0.0
3567,2019-08-22,7:53 PM,67,8,50,0.0
3568,2019-08-22,8:53 PM,66,9,51,0.0
3569,2019-08-22,9:53 PM,65,9,51,0.0
3570,2019-08-22,10:53 PM,63,10,51,0.0
3571,2019-08-23,11:53 PM,62,8,51,0.0
3572,2019-08-23,12:53 AM,61,7,51,0.0
3573,2019-08-23,1:53 AM,60,7,51,0.0
3574,2019-08-23,2:53 AM,59,5,51,0.0
3575,2019-08-23,3:53 AM,58,6,51,0.0
3576,2019-08-23,4:53 AM,58,6,52,0.0
3577,2019-08-23,5:53 AM,58,5,52,0.0
3578,2019-08-23,6:53 AM,60,8,54,0.0
3579,2019-08-23,7:53 AM,63,10,56,0.0
3580,2019-08-23,8:53 AM,66,9,57,0.0
3581,2019-08-23,9:53 AM,70,12,59,0.0
3582,2019-08-23,10:53 AM,71,14,58,0.0
3583,2019-08-23,11:53 AM,73,12,59,0.0
3584,2019-08-23,12:53 PM,75,8,58,0.0
3585,2019-08-23,1:53 PM,77,10,59,0.0
3586,2019-08-23,2:53 PM,76,7,58,0.0
3587,2019-08-23,3:53 PM,77,8,58,0.0
3588,2019-08-23,4:53 PM,76,12,58,0.0
3589,2019-08-23,5:53 PM,75,13,58,0.0
3590,2019-08-23,6:53 PM,73,8,58,0.0
3591,2019-08-23,7:53 PM,71,12,58,0.0
3592,2019-08-23,8:53 PM,70,12,58,0.0
3593,2019-08-23,9:53 PM,68,9,58,0.0
3594,2019-08-23,10:53 PM,67,9,58,0.0
3595,2019-08-24,11:53 PM,65,9,57,0.0
3596,2019-08-24,12:53 AM,63,8,56,0.0
3597,2019-08-24,1:53 AM,63,7,57,0.0
3598,2019-08-24,2:53 AM,62,6,57,0.0
3599,2019-08-24,3:53 AM,63,9,56,0.0
3600,2019-08-24,4:53 AM,63,9,56,0.0
3601,2019-08-24,5:53 AM,63,9,56,0.0
3602,2019-08-24,6:53 AM,64,10,55,0.0
3603,2019-08-24,7:53 AM,65,10,55,0.0
3604,2019-08-24,8:53 AM,67,9,56,0.0
3605,2019-08-24,9:53 AM,69,14,55,0.0
3606,2019-08-24,10:53 AM,71,13,56,0.0
3607,2019-08-24,11:53 AM,73,13,54,0.0
3608,2019-08-24,12:53 PM,75,13,54,0.0
3609,2019-08-24,1:53 PM,74,13,52,0.0
3610,2019-08-24,2:53 PM,75,16,54,0.0
3611,2019-08-24,3:53 PM,74,12,53,0.0
3612,2019-08-24,4:53 PM,74,15,53,0.0
3613,2019-08-24,5:53 PM,71,12,54,0.0
3614,2019-08-24,6:53 PM,70,9,54,0.0
3615,2019-08-24,7:53 PM,69,8,54,0.0
3616,2019-08-24,8:53 PM,67,9,55,0.0
3617,2019-08-24,9:53 PM,65,9,55,0.0
3618,2019-08-24,10:53 PM,64,10,55,0.0
3619,2019-08-25,11:53 PM,65,9,55,0.0
3620,2019-08-25,12:53 AM,66,12,54,0.0
3621,2019-08-25,1:53 AM,65,10,54,0.0
3622,2019-08-25,2:53 AM,65,12,54,0.0
3623,2019-08-25,3:53 AM,63,14,54,0.0
3624,2019-08-25,4:53 AM,62,10,53,0.0
3625,2019-08-25,5:53 AM,62,10,52,0.0
3626,2019-08-25,6:53 AM,63,12,53,0.0
3627,2019-08-25,7:53 AM,64,12,54,0.0
3628,2019-08-25,8:53 AM,66,15,55,0.0
3629,2019-08-25,9:53 AM,69,16,55,0.0
3630,2019-08-25,10:53 AM,72,16,56,0.0
3631,2019-08-25,11:53 AM,73,14,55,0.0
3632,2019-08-25,12:53 PM,75,16,56,0.0
3633,2019-08-25,1:53 PM,74,13,55,0.0
3634,2019-08-25,2:53 PM,73,13,56,0.0
3635,2019-08-25,3:53 PM,68,8,59,0.0
3636,2019-08-25,4:53 PM,68,13,60,0.0
3637,2019-08-25,5:53 PM,68,9,60,0.0
3638,2019-08-25,6:53 PM,68,15,58,0.0
3639,2019-08-25,7:53 PM,68,12,58,0.0
3640,2019-08-25,8:53 PM,67,13,58,0.0
3641,2019-08-25,9:53 PM,66,10,59,0.0
3642,2019-08-25,10:53 PM,66,8,59,0.0
3643,2019-08-26,11:53 PM,66,9,58,0.0
3644,2019-08-26,12:53 AM,66,9,57,0.0
3645,2019-08-26,1:53 AM,65,7,57,0.0
3646,2019-08-26,2:53 AM,65,8,57,0.0
3647,2019-08-26,3:53 AM,64,7,57,0.0
3648,2019-08-26,4:53 AM,64,9,57,0.0
3649,2019-08-26,5:00 AM,64,9,57,0.0
3650,2019-08-26,5:53 AM,65,10,57,0.0
3651,2019-08-26,6:42 AM,64,6,58,0.0
3652,2019-08-26,6:53 AM,64,7,58,0.0
3653,2019-08-26,7:15 AM,65,5,58,0.0
3654,2019-08-26,7:53 AM,65,7,58,0.0
3655,2019-08-26,8:21 AM,66,8,59,0.0
3656,2019-08-26,8:40 AM,66,9,59,0.0
3657,2019-08-26,8:53 AM,66,6,59,0.0
3658,2019-08-26,9:45 AM,67,12,60,0.0
3659,2019-08-26,9:53 AM,68,10,60,0.0
3660,2019-08-26,10:53 AM,68,9,60,0.0
3661,2019-08-26,11:36 AM,68,8,61,0.0
3662,2019-08-26,11:53 AM,68,7,61,0.0
3663,2019-08-26,12:31 PM,67,8,63,0.1
3664,2019-08-26,12:38 PM,66,6,63,0.1
3665,2019-08-26,12:53 PM,65,7,63,0.2
3666,2019-08-26,1:03 PM,65,7,63,0.0
3667,2019-08-26,1:30 PM,65,5,63,0.3
3668,2019-08-26,1:38 PM,65,6,63,0.4
3669,2019-08-26,1:45 PM,65,7,63,0.4
3670,2019-08-26,1:53 PM,65,6,63,0.4
3671,2019-08-26,2:09 PM,65,8,63,0.1
3672,2019-08-26,2:16 PM,65,5,63,0.1
3673,2019-08-26,2:44 PM,66,5,64,0.1
3674,2019-08-26,2:53 PM,66,3,63,0.1
3675,2019-08-26,3:21 PM,66,9,64,0.0
3676,2019-08-26,3:53 PM,67,6,64,0.0
3677,2019-08-26,4:01 PM,67,3,63,0.0
3678,2019-08-26,4:30 PM,69,5,64,0.0
3679,2019-08-26,4:53 PM,70,5,64,0.0
3680,2019-08-26,5:53 PM,70,6,63,0.0
3681,2019-08-26,6:53 PM,69,6,63,0.0
3682,2019-08-26,7:53 PM,68,6,63,0.0
3683,2019-08-26,8:53 PM,67,10,62,0.0
3684,2019-08-26,9:53 PM,65,6,60,0.0
3685,2019-08-26,10:53 PM,64,8,58,0.0
3686,2019-08-27,11:53 PM,64,7,56,0.0
3687,2019-08-27,12:53 AM,62,5,56,0.0
3688,2019-08-27,1:53 AM,62,6,55,0.0
3689,2019-08-27,2:53 AM,62,7,55,0.0
3690,2019-08-27,3:53 AM,60,6,55,0.0
3691,2019-08-27,4:53 AM,60,8,55,0.0
3692,2019-08-27,5:53 AM,59,8,55,0.0
3693,2019-08-27,6:53 AM,60,10,54,0.0
3694,2019-08-27,7:53 AM,63,15,54,0.0
3695,2019-08-27,8:53 AM,65,14,54,0.0
3696,2019-08-27,9:53 AM,67,13,52,0.0
3697,2019-08-27,10:53 AM,70,18,52,0.0
3698,2019-08-27,11:53 AM,72,16,52,0.0
3699,2019-08-27,12:40 PM,70,25,48,0.0
3700,2019-08-27,12:51 PM,64,15,52,0.0
3701,2019-08-27,12:53 PM,65,13,52,0.0
3702,2019-08-27,1:06 PM,68,16,53,0.0
3703,2019-08-27,1:24 PM,68,17,49,0.0
3704,2019-08-27,1:53 PM,71,21,49,0.0
3705,2019-08-27,2:02 PM,72,22,49,0.0
3706,2019-08-27,2:17 PM,73,23,47,0.0
3707,2019-08-27,2:53 PM,73,25,45,0.0
3708,2019-08-27,3:53 PM,72,24,47,0.0
3709,2019-08-27,4:53 PM,69,22,48,0.0
3710,2019-08-27,5:53 PM,67,22,48,0.0
3711,2019-08-27,6:53 PM,65,21,50,0.0
3712,2019-08-27,7:53 PM,63,18,51,0.0
3713,2019-08-27,8:53 PM,63,13,52,0.0
3714,2019-08-27,9:53 PM,63,15,52,0.0
3715,2019-08-27,10:53 PM,61,15,53,0.0
3716,2019-08-28,11:53 PM,61,14,51,0.0
3717,2019-08-28,12:53 AM,61,16,50,0.0
3718,2019-08-28,1:53 AM,60,15,51,0.0
3719,2019-08-28,2:53 AM,59,14,50,0.0
3720,2019-08-28,3:53 AM,57,8,52,0.0
3721,2019-08-28,4:53 AM,57,9,52,0.0
3722,2019-08-28,5:53 AM,57,12,51,0.0
3723,2019-08-28,6:53 AM,59,14,51,0.0
3724,2019-08-28,7:53 AM,61,18,50,0.0
3725,2019-08-28,8:53 AM,64,12,49,0.0
3726,2019-08-28,9:53 AM,66,20,48,0.0
3727,2019-08-28,10:53 AM,67,17,49,0.0
3728,2019-08-28,11:53 AM,69,18,49,0.0
3729,2019-08-28,12:53 PM,71,17,45,0.0
3730,2019-08-28,1:53 PM,72,16,46,0.0
3731,2019-08-28,2:53 PM,72,20,46,0.0
3732,2019-08-28,3:53 PM,72,18,48,0.0
3733,2019-08-28,4:53 PM,72,17,48,0.0
3734,2019-08-28,5:53 PM,71,17,49,0.0
3735,2019-08-28,6:53 PM,68,8,50,0.0
3736,2019-08-28,7:53 PM,67,6,50,0.0
3737,2019-08-28,8:53 PM,65,6,52,0.0
3738,2019-08-28,9:53 PM,64,7,53,0.0
3739,2019-08-28,10:53 PM,62,6,53,0.0
3740,2019-08-29,11:53 PM,60,5,53,0.0
3741,2019-08-29,12:53 AM,61,5,53,0.0
3742,2019-08-29,1:53 AM,60,3,52,0.0
3743,2019-08-29,2:53 AM,59,0,52,0.0
3744,2019-08-29,3:53 AM,58,0,52,0.0
3745,2019-08-29,4:53 AM,57,3,52,0.0
3746,2019-08-29,5:53 AM,63,9,53,0.0
3747,2019-08-29,6:53 AM,66,10,56,0.0
3748,2019-08-29,7:53 AM,67,18,58,0.0
3749,2019-08-29,8:53 AM,0,15,0,0.0
3750,2019-08-29,9:53 AM,74,20,52,0.0
3751,2019-08-29,10:53 AM,74,17,51,0.0
3752,2019-08-29,11:53 AM,75,22,48,0.0
3753,2019-08-29,12:53 PM,74,23,49,0.0
3754,2019-08-29,1:53 PM,75,15,51,0.0
3755,2019-08-29,2:53 PM,73,21,49,0.0
3756,2019-08-29,3:53 PM,73,17,50,0.0
3757,2019-08-29,4:53 PM,71,16,48,0.0
3758,2019-08-29,5:53 PM,69,17,48,0.0
3759,2019-08-29,6:53 PM,66,9,49,0.0
3760,2019-08-29,7:53 PM,64,7,49,0.0
3761,2019-08-29,8:53 PM,62,8,50,0.0
3762,2019-08-29,9:53 PM,62,7,50,0.0
3763,2019-08-29,10:53 PM,60,8,50,0.0
3764,2019-08-30,11:53 PM,58,9,50,0.0
3765,2019-08-30,12:53 AM,58,3,49,0.0
3766,2019-08-30,1:53 AM,58,3,49,0.0
3767,2019-08-30,2:53 AM,57,3,50,0.0
3768,2019-08-30,3:53 AM,56,3,50,0.0
3769,2019-08-30,4:53 AM,54,3,50,0.0
3770,2019-08-30,5:53 AM,54,0,50,0.0
3771,2019-08-30,6:53 AM,57,3,49,0.0
3772,2019-08-30,7:53 AM,61,0,50,0.0
3773,2019-08-30,8:53 AM,64,0,50,0.0
3774,2019-08-30,9:53 AM,68,0,48,0.0
3775,2019-08-30,10:53 AM,70,9,45,0.0
3776,2019-08-30,11:53 AM,71,13,45,0.0
3777,2019-08-30,12:53 PM,73,10,46,0.0
3778,2019-08-30,1:53 PM,72,13,47,0.0
3779,2019-08-30,2:53 PM,75,10,48,0.0
3780,2019-08-30,3:53 PM,74,7,46,0.0
3781,2019-08-30,4:53 PM,73,10,46,0.0
3782,2019-08-30,5:53 PM,70,7,47,0.0
3783,2019-08-30,6:53 PM,69,5,46,0.0
3784,2019-08-30,7:53 PM,66,6,47,0.0
3785,2019-08-30,8:53 PM,64,3,48,0.0
3786,2019-08-30,9:53 PM,63,5,49,0.0
3787,2019-08-30,10:53 PM,61,5,49,0.0
3788,2019-08-31,11:53 PM,61,0,50,0.0
3789,2019-08-31,12:53 AM,61,5,50,0.0
3790,2019-08-31,1:53 AM,61,6,51,0.0
3791,2019-08-31,2:53 AM,60,3,51,0.0
3792,2019-08-31,3:53 AM,59,7,52,0.0
3793,2019-08-31,4:53 AM,59,6,52,0.0
3794,2019-08-31,5:53 AM,59,7,51,0.0
3795,2019-08-31,6:53 AM,59,5,52,0.0
3796,2019-08-31,7:53 AM,59,5,52,0.0
3797,2019-08-31,8:53 AM,62,0,52,0.0
3798,2019-08-31,9:53 AM,65,6,52,0.0
3799,2019-08-31,10:53 AM,68,6,52,0.0
3800,2019-08-31,11:53 AM,68,7,51,0.0
3801,2019-08-31,12:53 PM,69,3,53,0.0
3802,2019-08-31,1:53 PM,71,12,49,0.0
3803,2019-08-31,2:53 PM,71,8,49,0.0
3804,2019-08-31,3:53 PM,70,8,51,0.0
3805,2019-08-31,4:53 PM,69,8,52,0.0
3806,2019-08-31,5:53 PM,69,8,53,0.0
3807,2019-08-31,6:53 PM,69,6,54,0.0
3808,2019-08-31,7:53 PM,68,6,55,0.0
3809,2019-08-31,8:53 PM,67,5,55,0.0
3810,2019-08-31,9:53 PM,66,8,55,0.0
3811,2019-08-31,10:53 PM,64,7,54,0.0
3812,2019-09-01,11:53 PM,61,6,55,0.0
3813,2019-09-01,12:53 AM,60,7,55,0.0
3814,2019-09-01,1:53 AM,60,5,55,0.0
3815,2019-09-01,2:53 AM,59,7,55,0.0
3816,2019-09-01,3:53 AM,60,3,55,0.0
3817,2019-09-01,4:53 AM,61,5,55,0.0
3818,2019-09-01,5:53 AM,61,6,53,0.0
3819,2019-09-01,6:53 AM,62,8,53,0.0
3820,2019-09-01,7:53 AM,63,7,54,0.0
3821,2019-09-01,8:53 AM,64,7,54,0.0
3822,2019-09-01,9:32 AM,62,5,57,0.0
3823,2019-09-01,9:53 AM,61,6,57,0.1
3824,2019-09-01,10:01 AM,61,6,58,0.0
3825,2019-09-01,10:15 AM,62,3,58,0.0
3826,2019-09-01,10:53 AM,64,6,59,0.0
3827,2019-09-01,11:53 AM,68,8,59,0.0
3828,2019-09-01,12:53 PM,71,7,59,0.0
3829,2019-09-01,1:53 PM,72,9,60,0.0
3830,2019-09-01,2:53 PM,74,7,60,0.0
3831,2019-09-01,3:53 PM,75,10,62,0.0
3832,2019-09-01,4:53 PM,74,10,61,0.0
3833,2019-09-01,5:53 PM,74,9,63,0.0
3834,2019-09-01,6:13 PM,74,5,63,0.0
3835,2019-09-01,6:33 PM,73,5,63,0.0
3836,2019-09-01,6:53 PM,73,3,63,0.0
3837,2019-09-01,7:53 PM,71,3,63,0.0
3838,2019-09-01,8:38 PM,71,3,64,0.0
3839,2019-09-01,8:53 PM,71,0,64,0.0
3840,2019-09-01,9:53 PM,68,6,63,0.0
3841,2019-09-01,10:03 PM,68,5,63,0.0
3842,2019-09-01,10:10 PM,67,6,63,0.0
3843,2019-09-01,10:53 PM,67,0,62,0.0
3844,2019-09-02,11:53 PM,68,0,62,0.0
3845,2019-09-02,12:53 AM,68,3,62,0.0
3846,2019-09-02,1:53 AM,67,3,62,0.0
3847,2019-09-02,2:00 AM,67,0,62,0.0
3848,2019-09-02,2:53 AM,67,0,62,0.0
3849,2019-09-02,3:53 AM,67,3,62,0.0
3850,2019-09-02,4:53 AM,65,6,61,0.0
3851,2019-09-02,5:53 AM,64,7,60,0.0
3852,2019-09-02,6:35 AM,64,3,60,0.0
3853,2019-09-02,6:44 AM,64,0,60,0.0
3854,2019-09-02,6:53 AM,64,5,60,0.0
3855,2019-09-02,7:53 AM,65,8,60,0.0
3856,2019-09-02,8:07 AM,66,5,60,0.0
3857,2019-09-02,8:53 AM,67,7,60,0.0
3858,2019-09-02,9:53 AM,70,9,61,0.0
3859,2019-09-02,10:53 AM,70,7,61,0.0
3860,2019-09-02,11:53 AM,71,8,61,0.0
3861,2019-09-02,12:53 PM,72,7,61,0.0
3862,2019-09-02,1:53 PM,74,6,60,0.0
3863,2019-09-02,2:53 PM,74,7,61,0.0
3864,2019-09-02,3:53 PM,75,10,61,0.0
3865,2019-09-02,4:53 PM,75,13,62,0.0
3866,2019-09-02,5:53 PM,75,14,62,0.0
3867,2019-09-02,6:53 PM,74,13,63,0.0
3868,2019-09-02,7:53 PM,74,14,64,0.0
3869,2019-09-02,8:13 PM,73,12,64,0.0
3870,2019-09-02,8:53 PM,73,16,65,0.0
3871,2019-09-02,9:01 PM,73,13,65,0.0
3872,2019-09-02,9:12 PM,73,10,65,0.0
3873,2019-09-02,9:19 PM,73,7,66,0.0
3874,2019-09-02,9:35 PM,73,14,67,0.0
3875,2019-09-02,9:41 PM,71,10,68,0.2
3876,2019-09-02,9:44 PM,71,16,68,0.2
3877,2019-09-02,9:53 PM,67,9,63,0.3
3878,2019-09-02,9:59 PM,67,10,64,0.0
3879,2019-09-02,10:14 PM,68,8,65,0.0
3880,2019-09-02,10:53 PM,66,7,63,0.0
3881,2019-09-03,11:24 PM,66,6,63,0.0
3882,2019-09-03,11:53 PM,66,0,62,0.0
3883,2019-09-03,12:37 AM,66,0,63,0.0
3884,2019-09-03,12:53 AM,67,3,64,0.0
3885,2019-09-03,1:15 AM,67,5,64,0.0
3886,2019-09-03,1:53 AM,67,5,64,0.0
3887,2019-09-03,2:53 AM,68,8,65,0.0
3888,2019-09-03,3:53 AM,68,3,66,0.0
3889,2019-09-03,4:18 AM,69,6,66,0.0
3890,2019-09-03,4:34 AM,69,6,66,0.0
3891,2019-09-03,4:49 AM,70,9,66,0.0
3892,2019-09-03,4:53 AM,69,9,66,0.0
3893,2019-09-03,5:53 AM,70,14,67,0.0
3894,2019-09-03,6:53 AM,68,13,64,0.0
3895,2019-09-03,7:32 AM,68,13,64,0.0
3896,2019-09-03,7:53 AM,70,13,64,0.0
3897,2019-09-03,8:29 AM,70,14,63,0.0
3898,2019-09-03,8:53 AM,71,12,63,0.0
3899,2019-09-03,9:53 AM,74,23,54,0.0
3900,2019-09-03,10:53 AM,75,26,54,0.0
3901,2019-09-03,11:53 AM,75,24,53,0.0
3902,2019-09-03,12:53 PM,77,21,53,0.0
3903,2019-09-03,1:53 PM,74,25,52,0.0
3904,2019-09-03,2:53 PM,75,25,52,0.0
3905,2019-09-03,3:53 PM,72,20,53,0.0
3906,2019-09-03,4:53 PM,70,16,53,0.0
3907,2019-09-03,5:53 PM,68,20,53,0.0
3908,2019-09-03,6:53 PM,66,15,53,0.0
3909,2019-09-03,7:53 PM,65,14,53,0.0
3910,2019-09-03,8:53 PM,65,16,51,0.0
3911,2019-09-03,9:53 PM,63,18,49,0.0
3912,2019-09-03,10:53 PM,62,9,48,0.0
3913,2019-09-04,11:53 PM,62,14,49,0.0
3914,2019-09-04,12:53 AM,61,8,50,0.0
3915,2019-09-04,1:53 AM,60,9,50,0.0
3916,2019-09-04,2:53 AM,60,8,51,0.0
3917,2019-09-04,3:53 AM,60,10,51,0.0
3918,2019-09-04,4:00 AM,60,7,51,0.0
3919,2019-09-04,4:53 AM,59,8,49,0.0
3920,2019-09-04,5:08 AM,58,6,49,0.0
3921,2019-09-04,5:53 AM,58,9,49,0.0
3922,2019-09-04,6:53 AM,59,6,49,0.0
3923,2019-09-04,7:53 AM,61,6,49,0.0
3924,2019-09-04,8:53 AM,63,6,50,0.0
3925,2019-09-04,9:53 AM,63,3,49,0.0
3926,2019-09-04,10:53 AM,65,0,49,0.0
3927,2019-09-04,11:53 AM,66,5,49,0.0
3928,2019-09-04,12:53 PM,68,6,49,0.0
3929,2019-09-04,1:53 PM,69,5,48,0.0
3930,2019-09-04,2:53 PM,71,3,48,0.0
3931,2019-09-04,3:53 PM,72,5,51,0.0
3932,2019-09-04,4:53 PM,71,0,50,0.0
3933,2019-09-04,5:53 PM,69,8,50,0.0
3934,2019-09-04,6:53 PM,69,6,51,0.0
3935,2019-09-04,7:53 PM,68,6,51,0.0
3936,2019-09-04,8:53 PM,66,5,53,0.0
3937,2019-09-04,9:53 PM,61,7,53,0.0
3938,2019-09-04,10:53 PM,61,7,53,0.0
3939,2019-09-05,11:53 PM,59,6,53,0.0
3940,2019-09-05,12:53 AM,59,6,52,0.0
3941,2019-09-05,1:53 AM,58,6,53,0.0
3942,2019-09-05,2:53 AM,57,6,52,0.0
3943,2019-09-05,3:53 AM,56,7,52,0.0
3944,2019-09-05,4:53 AM,58,7,52,0.0
3945,2019-09-05,5:53 AM,57,7,52,0.0
3946,2019-09-05,6:53 AM,60,8,53,0.0
3947,2019-09-05,7:53 AM,65,10,55,0.0
3948,2019-09-05,8:53 AM,64,9,55,0.0
3949,2019-09-05,9:53 AM,66,14,57,0.0
3950,2019-09-05,10:53 AM,68,15,58,0.0
3951,2019-09-05,11:53 AM,72,16,58,0.0
3952,2019-09-05,12:53 PM,74,15,58,0.0
3953,2019-09-05,1:53 PM,76,15,60,0.0
3954,2019-09-05,2:53 PM,78,9,62,0.0
3955,2019-09-05,3:53 PM,78,10,64,0.0
3956,2019-09-05,4:53 PM,79,8,65,0.0
3957,2019-09-05,5:53 PM,79,7,66,0.0
3958,2019-09-05,6:53 PM,77,3,67,0.0
3959,2019-09-05,7:53 PM,77,8,67,0.0
3960,2019-09-05,8:21 PM,75,14,67,0.0
3961,2019-09-05,8:53 PM,73,17,61,0.0
3962,2019-09-05,9:53 PM,69,15,59,0.0
3963,2019-09-05,10:21 PM,69,15,59,0.0
3964,2019-09-05,10:53 PM,69,20,60,0.0
3965,2019-09-06,11:13 PM,69,18,60,0.0
3966,2019-09-06,11:51 PM,68,18,61,0.0
3967,2019-09-06,11:53 PM,68,16,60,0.0
3968,2019-09-06,12:53 AM,68,16,59,0.0
3969,2019-09-06,1:53 AM,67,17,58,0.0
3970,2019-09-06,2:53 AM,66,10,58,0.0
3971,2019-09-06,3:53 AM,66,13,56,0.0
3972,2019-09-06,4:53 AM,65,13,56,0.0
3973,2019-09-06,5:53 AM,65,15,55,0.0
3974,2019-09-06,6:53 AM,65,12,55,0.0
3975,2019-09-06,7:53 AM,65,14,56,0.0
3976,2019-09-06,8:32 AM,68,13,55,0.0
3977,2019-09-06,8:53 AM,68,15,55,0.0
3978,2019-09-06,9:53 AM,69,9,56,0.0
3979,2019-09-06,10:53 AM,72,7,57,0.0
3980,2019-09-06,11:53 AM,73,8,57,0.0
3981,2019-09-06,12:53 PM,75,7,57,0.0
3982,2019-09-06,1:53 PM,75,9,58,0.0
3983,2019-09-06,2:53 PM,77,10,58,0.0
3984,2019-09-06,3:53 PM,75,9,58,0.0
3985,2019-09-06,4:53 PM,76,8,58,0.0
3986,2019-09-06,5:53 PM,75,8,57,0.0
3987,2019-09-06,6:53 PM,74,6,58,0.0
3988,2019-09-06,7:53 PM,73,8,59,0.0
3989,2019-09-06,8:53 PM,71,9,60,0.0
3990,2019-09-06,9:53 PM,69,9,55,0.0
3991,2019-09-06,10:53 PM,66,10,54,0.0
3992,2019-09-07,11:53 PM,64,3,54,0.0
3993,2019-09-07,12:53 AM,62,3,53,0.0
3994,2019-09-07,1:53 AM,61,6,55,0.0
3995,2019-09-07,2:53 AM,57,7,54,0.0
3996,2019-09-07,3:53 AM,57,6,53,0.0
3997,2019-09-07,4:53 AM,56,5,53,0.0
3998,2019-09-07,5:53 AM,56,0,53,0.0
3999,2019-09-07,6:53 AM,58,0,53,0.0
4000,2019-09-07,7:53 AM,61,3,54,0.0
4001,2019-09-07,8:53 AM,62,3,54,0.0
4002,2019-09-07,9:53 AM,64,3,54,0.0
4003,2019-09-07,10:53 AM,66,5,53,0.0
4004,2019-09-07,11:53 AM,66,3,51,0.0
4005,2019-09-07,12:53 PM,66,5,53,0.0
4006,2019-09-07,1:53 PM,65,7,54,0.0
4007,2019-09-07,2:53 PM,64,10,54,0.0
4008,2019-09-07,3:53 PM,63,10,52,0.0
4009,2019-09-07,4:53 PM,61,8,53,0.0
4010,2019-09-07,5:53 PM,61,5,50,0.0
4011,2019-09-07,6:53 PM,61,7,52,0.0
4012,2019-09-07,7:53 PM,60,10,54,0.0
4013,2019-09-07,8:53 PM,60,7,54,0.0
4014,2019-09-07,9:53 PM,59,12,52,0.0
4015,2019-09-07,10:53 PM,58,9,50,0.0
4016,2019-09-08,11:53 PM,56,9,51,0.0
4017,2019-09-08,12:53 AM,56,8,51,0.0
4018,2019-09-08,1:53 AM,55,10,51,0.0
4019,2019-09-08,2:53 AM,55,6,51,0.0
4020,2019-09-08,3:53 AM,54,8,51,0.0
4021,2019-09-08,4:53 AM,54,8,50,0.0
4022,2019-09-08,5:53 AM,54,9,49,0.0
4023,2019-09-08,6:53 AM,54,7,49,0.0
4024,2019-09-08,7:53 AM,55,9,50,0.0
4025,2019-09-08,8:53 AM,56,8,50,0.0
4026,2019-09-08,9:53 AM,56,8,51,0.0
4027,2019-09-08,10:53 AM,56,8,52,0.1
4028,2019-09-08,11:53 AM,58,10,53,0.0
4029,2019-09-08,12:15 PM,58,12,53,0.0
4030,2019-09-08,12:53 PM,58,10,54,0.0
4031,2019-09-08,1:53 PM,59,10,54,0.0
4032,2019-09-08,2:15 PM,59,12,55,0.0
4033,2019-09-08,2:53 PM,60,10,55,0.0
4034,2019-09-08,3:03 PM,60,12,54,0.0
